User_ID,Product_ID,Product_Category,Purchase,Age,Gender,Mood,Weather,Time_of_Day,Day_of_Week,Is_Weekend,Previous_Week_Spending
U1001,P103,Electronics,1089,18-25,M,Anxious,Windy,Afternoon,Wednesday,0,21092.0
U1001,P105,Home,3844,46-50,M,Neutral,Cloudy,Afternoon,Saturday,1,19215.0
U1001,P105,Books,2786,46-50,M,Bored,Windy,Afternoon,Wednesday,0,21603.0
U1001,P103,Home,693,18-25,M,Bored,Stormy,Evening,Friday,0,20660.0
U1001,P102,Beauty,2559,46-50,M,Sad,Cloudy,Night,Tuesday,0,17625.0
U1001,P102,Home,4106,18-25,M,Happy,Windy,Night,Monday,0,16773.0
U1001,P105,Beauty,4300,26-35,F,Anxious,Stormy,Morning,Thursday,0,19792.0
U1001,P101,Home,301,18-25,M,Neutral,Rainy,Morning,Thursday,0,19377.0
U1001,P101,Clothing,2096,36-45,F,Neutral,Windy,Morning,Thursday,0,18589.0
U1001,P103,Clothing,486,18-25,M,Neutral,Cloudy,Night,Thursday,0,16841.0
U1001,P101,Home,4463,18-25,F,Neutral,Cloudy,Morning,Tuesday,0,14541.0
U1001,P103,Home,4418,46-50,M,Anxious,Cloudy,Night,Friday,0,18311.0
U1001,P102,Electronics,1531,18-25,M,Neutral,Stormy,Night,Monday,0,20170.0
U1001,P104,Electronics,3600,46-50,M,Bored,Stormy,Afternoon,Sunday,1,17595.0
U1001,P103,Books,459,18-25,M,Neutral,Rainy,Morning,Friday,0,16895.0
U1001,P105,Home,2141,46-50,F,Bored,Stormy,Afternoon,Tuesday,0,17053.0
U1001,P104,Books,3461,18-25,F,Anxious,Cloudy,Afternoon,Monday,0,17098.0
U1001,P102,Electronics,3367,36-45,F,Sad,Windy,Evening,Thursday,0,20073.0
U1001,P101,Beauty,1691,46-50,M,Neutral,Rainy,Evening,Friday,0,18977.0
U1001,P104,Clothing,1929,18-25,M,Anxious,Stormy,Morning,Sunday,1,16250.0
U1001,P103,Clothing,3859,36-45,F,Anxious,Stormy,Night,Friday,0,16648.0
U1001,P101,Clothing,1563,46-50,M,Anxious,Windy,Night,Saturday,1,16907.0
U1001,P105,Books,1557,18-25,M,Neutral,Rainy,Night,Tuesday,0,18011.0
U1001,P102,Home,1499,18-25,F,Bored,Windy,Night,Monday,0,17427.0
U1001,P103,Clothing,4752,46-50,M,Bored,Stormy,Night,Friday,0,15465.0
U1001,P105,Beauty,1278,26-35,M,Happy,Cloudy,Evening,Tuesday,0,16850.0
U1001,P103,Home,2269,46-50,M,Happy,Windy,Evening,Wednesday,0,16437.0
U1001,P103,Clothing,885,36-45,M,Neutral,Windy,Evening,Wednesday,0,16777.0
U1001,P103,Clothing,3240,46-50,M,Happy,Windy,Night,Wednesday,0,13803.0
U1001,P101,Clothing,2452,36-45,F,Anxious,Sunny,Night,Saturday,1,15480.0
U1001,P104,Home,2032,26-35,F,Bored,Rainy,Morning,Wednesday,0,16375.0
U1001,P105,Beauty,440,26-35,M,Happy,Cloudy,Night,Wednesday,0,16908.0
U1001,P101,Beauty,3089,26-35,F,Sad,Rainy,Night,Wednesday,0,12596.0
U1001,P104,Electronics,1656,18-25,M,Sad,Stormy,Evening,Friday,0,14407.0
U1001,P101,Electronics,238,26-35,M,Happy,Sunny,Evening,Saturday,1,13794.0
U1001,P104,Electronics,1622,18-25,M,Sad,Rainy,Afternoon,Monday,0,13147.0
U1001,P105,Home,2251,18-25,F,Anxious,Sunny,Morning,Sunday,1,11529.0
U1001,P105,Electronics,3835,46-50,M,Anxious,Rainy,Afternoon,Saturday,1,11328.0
U1001,P104,Electronics,3262,46-50,M,Neutral,Rainy,Evening,Thursday,0,13131.0
U1001,P102,Books,2393,26-35,M,Neutral,Rainy,Morning,Tuesday,0,15953.0
U1001,P101,Electronics,3929,36-45,M,Happy,Rainy,Evening,Monday,0,15257.0
U1001,P101,Home,1307,26-35,F,Bored,Rainy,Night,Sunday,1,17530.0
U1001,P101,Clothing,2060,18-25,M,Neutral,Windy,Night,Sunday,1,18599.0
U1001,P103,Clothing,982,46-50,M,Neutral,Cloudy,Evening,Saturday,1,19037.0
U1001,P101,Clothing,1710,26-35,F,Anxious,Stormy,Morning,Saturday,1,17768.0
U1001,P102,Electronics,2554,46-50,F,Sad,Windy,Afternoon,Saturday,1,15643.0
U1001,P104,Books,4899,36-45,M,Sad,Stormy,Morning,Wednesday,0,14935.0
U1001,P105,Books,3925,26-35,F,Bored,Rainy,Morning,Wednesday,0,17441.0
U1001,P105,Books,4799,18-25,M,Sad,Rainy,Morning,Saturday,1,17437.0
U1001,P103,Clothing,2070,26-35,F,Sad,Stormy,Night,Saturday,1,20929.0
U1001,P103,Clothing,2919,18-25,M,Anxious,Rainy,Afternoon,Wednesday,0,20939.0
U1001,P104,Books,1002,46-50,F,Neutral,Sunny,Morning,Thursday,0,22876.0
U1001,P104,Home,4358,18-25,M,Sad,Rainy,Morning,Sunday,1,22168.0
U1001,P105,Clothing,215,18-25,F,Happy,Cloudy,Afternoon,Monday,0,23972.0
U1001,P102,Electronics,2590,36-45,M,Anxious,Rainy,Afternoon,Thursday,0,19288.0
U1001,P102,Home,1042,18-25,F,Neutral,Rainy,Night,Saturday,1,17953.0
U1001,P104,Home,2867,36-45,M,Anxious,Cloudy,Evening,Monday,0,14196.0
U1001,P105,Beauty,4878,46-50,M,Sad,Stormy,Morning,Friday,0,14993.0
U1001,P102,Home,3498,46-50,M,Happy,Windy,Afternoon,Thursday,0,16952.0
U1001,P105,Books,2794,46-50,M,Bored,Windy,Morning,Monday,0,19448.0
U1001,P105,Beauty,4774,26-35,M,Sad,Stormy,Morning,Monday,0,17884.0
U1001,P105,Clothing,3058,36-45,M,Bored,Rainy,Afternoon,Saturday,1,22443.0
U1001,P105,Electronics,3298,18-25,F,Happy,Stormy,Night,Sunday,1,22911.0
U1001,P102,Beauty,3847,36-45,M,Bored,Cloudy,Night,Saturday,1,25167.0
U1001,P105,Home,3706,26-35,F,Bored,Windy,Evening,Thursday,0,26147.0
U1001,P101,Home,4997,26-35,F,Sad,Rainy,Morning,Friday,0,24975.0
U1001,P102,Electronics,2114,26-35,M,Sad,Windy,Night,Sunday,1,26474.0
U1001,P104,Clothing,2258,26-35,M,Bored,Rainy,Afternoon,Sunday,1,25794.0
U1001,P105,Clothing,1338,36-45,F,Neutral,Stormy,Morning,Tuesday,0,23278.0
U1001,P103,Beauty,3801,18-25,F,Happy,Rainy,Evening,Friday,0,21558.0
U1001,P103,Beauty,3958,26-35,M,Neutral,Windy,Evening,Friday,0,22061.0
U1001,P103,Home,1404,18-25,M,Happy,Windy,Night,Sunday,1,22172.0
U1001,P103,Books,282,18-25,F,Sad,Windy,Afternoon,Tuesday,0,19870.0
U1001,P103,Beauty,259,26-35,F,Anxious,Windy,Afternoon,Sunday,1,15155.0
U1001,P102,Home,2407,26-35,M,Happy,Stormy,Night,Thursday,0,13300.0
U1001,P101,Clothing,3897,26-35,M,Neutral,Sunny,Evening,Sunday,1,13449.0
U1001,P104,Electronics,767,36-45,F,Happy,Windy,Morning,Wednesday,0,16008.0
U1001,P103,Clothing,2324,18-25,F,Sad,Cloudy,Evening,Wednesday,0,12974.0
U1001,P105,Clothing,2771,36-45,M,Bored,Rainy,Afternoon,Sunday,1,11340.0
U1001,P101,Books,2048,36-45,F,Sad,Sunny,Morning,Saturday,1,12707.0
U1001,P103,Books,2110,26-35,F,Sad,Sunny,Afternoon,Sunday,1,14473.0
U1001,P105,Electronics,3900,46-50,M,Sad,Windy,Evening,Friday,0,16324.0
U1001,P101,Beauty,4088,18-25,F,Anxious,Cloudy,Afternoon,Saturday,1,17817.0
U1001,P105,Electronics,4988,18-25,M,Bored,Stormy,Night,Monday,0,18008.0
U1001,P102,Electronics,4728,18-25,F,Bored,Windy,Morning,Thursday,0,22229.0
U1001,P101,Beauty,1416,46-50,F,Anxious,Windy,Evening,Saturday,1,24633.0
U1001,P102,Books,2957,36-45,F,Happy,Windy,Afternoon,Saturday,1,23278.0
U1001,P102,Electronics,2687,46-50,F,Neutral,Sunny,Evening,Sunday,1,24187.0
U1001,P102,Clothing,1619,18-25,F,Anxious,Windy,Afternoon,Monday,0,24764.0
U1001,P105,Books,991,36-45,F,Anxious,Windy,Afternoon,Saturday,1,22483.0
U1001,P101,Clothing,4524,18-25,M,Anxious,Windy,Morning,Saturday,1,19386.0
U1001,P104,Beauty,3993,18-25,M,Happy,Stormy,Morning,Friday,0,18922.0
U1001,P104,Clothing,2105,36-45,F,Bored,Sunny,Evening,Monday,0,18187.0
U1001,P103,Electronics,2768,18-25,F,Sad,Stormy,Night,Sunday,1,18876.0
U1001,P103,Clothing,1296,18-25,M,Bored,Stormy,Evening,Thursday,0,18687.0
U1001,P105,Home,875,36-45,F,Bored,Windy,Evening,Monday,0,17296.0
U1001,P102,Clothing,3704,18-25,M,Happy,Stormy,Morning,Tuesday,0,16552.0
U1001,P103,Home,1648,46-50,M,Neutral,Rainy,Morning,Tuesday,0,19265.0
U1001,P103,Beauty,2201,46-50,F,Neutral,Rainy,Morning,Thursday,0,16389.0
U1001,P103,Clothing,3696,46-50,M,Neutral,Rainy,Evening,Monday,0,14597.0
U1001,P102,Home,2761,36-45,M,Neutral,Stormy,Morning,Wednesday,0,16188.0
U1001,P104,Beauty,3951,18-25,M,Bored,Sunny,Afternoon,Monday,0,16181.0
U1001,P105,Home,3353,36-45,F,Bored,Sunny,Morning,Thursday,0,18836.0
U1001,P102,Home,4004,18-25,M,Anxious,Cloudy,Evening,Sunday,1,21314.0
U1001,P102,Beauty,3864,46-50,M,Happy,Rainy,Morning,Saturday,1,21614.0
U1001,P105,Beauty,2322,46-50,M,Neutral,Windy,Afternoon,Sunday,1,23830.0
U1001,P105,Clothing,2892,26-35,F,Happy,Rainy,Night,Friday,0,23951.0
U1001,P104,Beauty,4163,26-35,M,Neutral,Rainy,Afternoon,Wednesday,0,23147.0
U1001,P102,Clothing,132,36-45,F,Bored,Windy,Afternoon,Sunday,1,24549.0
U1001,P101,Books,4125,18-25,M,Neutral,Windy,Afternoon,Wednesday,0,20730.0
U1001,P105,Beauty,819,46-50,M,Anxious,Stormy,Afternoon,Sunday,1,21502.0
U1001,P105,Electronics,4679,18-25,F,Bored,Rainy,Evening,Tuesday,0,18317.0
U1001,P102,Electronics,2307,18-25,M,Happy,Sunny,Morning,Saturday,1,19132.0
U1001,P102,Home,3216,46-50,M,Sad,Cloudy,Afternoon,Wednesday,0,19117.0
U1001,P105,Electronics,4811,26-35,F,Bored,Sunny,Afternoon,Thursday,0,19441.0
U1001,P105,Clothing,1202,46-50,M,Sad,Rainy,Afternoon,Wednesday,0,20089.0
U1001,P102,Clothing,730,26-35,M,Anxious,Stormy,Evening,Tuesday,0,21159.0
U1001,P101,Beauty,1947,36-45,F,Sad,Sunny,Afternoon,Thursday,0,17764.0
U1001,P103,Home,1079,46-50,F,Bored,Stormy,Morning,Wednesday,0,18892.0
U1001,P101,Clothing,3971,36-45,F,Sad,Cloudy,Afternoon,Monday,0,15292.0
U1001,P101,Clothing,377,36-45,F,Happy,Rainy,Morning,Thursday,0,16956.0
U1001,P104,Home,332,46-50,M,Neutral,Rainy,Evening,Sunday,1,14117.0
U1001,P105,Electronics,1652,36-45,M,Sad,Cloudy,Evening,Sunday,1,9638.0
U1001,P101,Beauty,3612,26-35,M,Anxious,Sunny,Night,Saturday,1,10088.0
U1001,P103,Electronics,125,26-35,M,Sad,Cloudy,Afternoon,Saturday,1,12970.0
U1001,P101,Books,3583,46-50,M,Happy,Sunny,Evening,Sunday,1,11148.0
U1001,P102,Home,315,46-50,M,Sad,Sunny,Evening,Saturday,1,13652.0
U1001,P104,Beauty,2941,26-35,M,Bored,Windy,Night,Wednesday,0,9996.0
U1001,P105,Home,2152,18-25,F,Sad,Sunny,Morning,Sunday,1,12560.0
U1001,P102,Electronics,1796,18-25,M,Bored,Cloudy,Evening,Tuesday,0,14380.0
U1001,P104,Home,2569,36-45,M,Anxious,Rainy,Evening,Wednesday,0,14524.0
U1001,P104,Home,3909,26-35,F,Bored,Sunny,Night,Monday,0,13481.0
U1001,P105,Books,3744,18-25,F,Bored,Windy,Morning,Thursday,0,17265.0
U1001,P101,Beauty,2600,36-45,M,Happy,Rainy,Evening,Friday,0,17426.0
U1001,P103,Clothing,2032,46-50,F,Neutral,Sunny,Night,Sunday,1,19711.0
U1001,P103,Books,1857,36-45,M,Bored,Windy,Morning,Monday,0,18802.0
U1001,P105,Books,3599,18-25,M,Bored,Windy,Evening,Friday,0,18507.0
U1001,P103,Beauty,719,26-35,M,Anxious,Cloudy,Night,Monday,0,20310.0
U1001,P104,Home,3332,18-25,M,Bored,Cloudy,Morning,Sunday,1,18460.0
U1001,P103,Home,1646,46-50,F,Happy,Windy,Morning,Monday,0,17883.0
U1001,P105,Books,985,26-35,M,Anxious,Cloudy,Afternoon,Sunday,1,15785.0
U1001,P103,Books,2101,26-35,F,Anxious,Windy,Morning,Thursday,0,14170.0
U1001,P101,Beauty,982,26-35,F,Sad,Sunny,Afternoon,Monday,0,14239.0
U1001,P102,Home,3525,36-45,F,Sad,Windy,Evening,Wednesday,0,13364.0
U1001,P105,Books,4814,46-50,F,Sad,Windy,Morning,Friday,0,13290.0
U1001,P102,Electronics,1029,36-45,F,Neutral,Cloudy,Afternoon,Thursday,0,17385.0
U1001,P105,Beauty,3312,46-50,M,Neutral,Cloudy,Night,Sunday,1,15082.0
U1001,P104,Electronics,2509,18-25,M,Anxious,Sunny,Night,Wednesday,0,16748.0
U1001,P102,Books,3767,46-50,M,Anxious,Windy,Afternoon,Sunday,1,18272.0
U1001,P103,Electronics,185,46-50,M,Neutral,Windy,Night,Wednesday,0,19938.0
U1001,P104,Clothing,3683,36-45,M,Happy,Sunny,Night,Tuesday,0,19141.0
U1001,P104,Beauty,2317,26-35,F,Anxious,Rainy,Morning,Friday,0,19299.0
U1001,P104,Beauty,2469,46-50,F,Neutral,Stormy,Evening,Monday,0,16802.0
U1001,P101,Beauty,2937,26-35,M,Bored,Windy,Morning,Wednesday,0,18242.0
U1001,P102,Home,4544,36-45,F,Sad,Rainy,Morning,Friday,0,17867.0
U1001,P102,Electronics,2887,18-25,M,Happy,Windy,Afternoon,Wednesday,0,19902.0
U1001,P105,Electronics,1561,26-35,F,Happy,Sunny,Evening,Saturday,1,19022.0
U1001,P104,Home,3418,18-25,F,Neutral,Cloudy,Afternoon,Friday,0,20398.0
U1001,P105,Electronics,2752,26-35,M,Neutral,Stormy,Night,Wednesday,0,20133.0
U1001,P104,Home,4522,18-25,M,Neutral,Rainy,Morning,Saturday,1,20568.0
U1001,P101,Beauty,1079,36-45,F,Sad,Windy,Evening,Wednesday,0,22621.0
U1001,P102,Home,1729,36-45,F,Neutral,Rainy,Night,Wednesday,0,20763.0
U1001,P102,Books,3796,18-25,F,Anxious,Cloudy,Evening,Thursday,0,17948.0
U1001,P105,Electronics,215,26-35,M,Neutral,Stormy,Afternoon,Thursday,0,18857.0
U1001,P101,Clothing,1164,18-25,M,Sad,Sunny,Afternoon,Tuesday,0,17511.0
U1001,P104,Electronics,4300,36-45,M,Bored,Cloudy,Night,Thursday,0,15257.0
U1001,P101,Home,4846,18-25,F,Neutral,Windy,Night,Thursday,0,16805.0
U1001,P103,Beauty,760,46-50,M,Neutral,Stormy,Evening,Tuesday,0,17129.0
U1001,P101,Beauty,2429,26-35,M,Neutral,Windy,Evening,Saturday,1,16810.0
U1001,P104,Beauty,2550,26-35,F,Bored,Stormy,Afternoon,Wednesday,0,17510.0
U1001,P103,Beauty,2138,26-35,F,Anxious,Cloudy,Evening,Saturday,1,16264.0
U1001,P104,Books,4657,46-50,M,Sad,Sunny,Evening,Friday,0,18187.0
U1001,P102,Electronics,2279,36-45,M,Sad,Cloudy,Morning,Tuesday,0,21680.0
U1001,P103,Home,973,36-45,F,Sad,Sunny,Afternoon,Monday,0,19659.0
U1001,P101,Beauty,1522,18-25,F,Neutral,Sunny,Night,Friday,0,15786.0
U1001,P103,Beauty,4075,46-50,F,Bored,Windy,Night,Saturday,1,16548.0
U1001,P104,Clothing,3318,18-25,F,Happy,Cloudy,Morning,Thursday,0,18194.0
U1001,P103,Electronics,4307,26-35,F,Bored,Cloudy,Afternoon,Thursday,0,18962.0
U1001,P104,Electronics,3071,46-50,F,Sad,Cloudy,Afternoon,Thursday,0,21131.0
U1001,P102,Clothing,4670,36-45,M,Bored,Windy,Morning,Saturday,1,19545.0
U1001,P101,Books,2568,36-45,F,Bored,Stormy,Afternoon,Monday,0,21936.0
U1001,P101,Clothing,2683,18-25,F,Happy,Stormy,Morning,Monday,0,23531.0
U1001,P105,Beauty,4006,18-25,M,Bored,Stormy,Morning,Monday,0,24692.0
U1001,P105,Beauty,389,36-45,F,Anxious,Rainy,Evening,Friday,0,24623.0
U1001,P101,Clothing,3024,46-50,F,Neutral,Cloudy,Morning,Friday,0,21694.0
U1001,P105,Clothing,680,18-25,M,Bored,Cloudy,Evening,Thursday,0,20411.0
U1001,P101,Clothing,799,36-45,M,Sad,Rainy,Afternoon,Sunday,1,18020.0
U1001,P101,Home,4159,26-35,F,Happy,Rainy,Morning,Friday,0,14149.0
U1001,P104,Electronics,1235,46-50,F,Neutral,Windy,Night,Wednesday,0,15740.0
U1001,P102,Clothing,305,36-45,M,Happy,Sunny,Night,Sunday,1,14292.0
U1002,P103,Electronics,2311,46-50,M,Bored,Windy,Afternoon,Tuesday,0,0.0
U1002,P105,Home,1998,18-25,M,Happy,Stormy,Night,Monday,0,2311.0
U1002,P101,Clothing,3076,36-45,F,Neutral,Stormy,Afternoon,Tuesday,0,4309.0
U1002,P103,Home,712,26-35,F,Sad,Rainy,Night,Sunday,1,7385.0
U1002,P105,Clothing,787,18-25,M,Neutral,Sunny,Afternoon,Thursday,0,8097.0
U1002,P102,Books,3790,18-25,F,Neutral,Rainy,Afternoon,Tuesday,0,8884.0
U1002,P101,Beauty,2796,36-45,M,Sad,Cloudy,Morning,Tuesday,0,12674.0
U1002,P102,Books,4058,18-25,F,Anxious,Rainy,Morning,Friday,0,15470.0
U1002,P105,Home,1225,46-50,M,Sad,Cloudy,Morning,Friday,0,17217.0
U1002,P102,Books,2500,46-50,F,Anxious,Windy,Afternoon,Tuesday,0,16444.0
U1002,P102,Books,2343,36-45,M,Neutral,Rainy,Morning,Saturday,1,15868.0
U1002,P101,Clothing,2039,36-45,F,Anxious,Cloudy,Afternoon,Thursday,0,17499.0
U1002,P102,Home,4671,18-25,F,Bored,Cloudy,Night,Monday,0,18751.0
U1002,P104,Clothing,3448,26-35,M,Bored,Sunny,Evening,Wednesday,0,19632.0
U1002,P101,Electronics,3931,26-35,F,Sad,Rainy,Morning,Wednesday,0,20284.0
U1002,P104,Books,1341,46-50,M,Anxious,Rainy,Night,Saturday,1,20157.0
U1002,P103,Home,1080,18-25,M,Bored,Sunny,Afternoon,Friday,0,20273.0
U1002,P101,Beauty,1815,18-25,F,Bored,Cloudy,Afternoon,Thursday,0,18853.0
U1002,P103,Home,4484,36-45,F,Neutral,Stormy,Morning,Saturday,1,18325.0
U1002,P104,Clothing,1189,46-50,M,Bored,Sunny,Evening,Sunday,1,20770.0
U1002,P104,Books,2395,46-50,M,Anxious,Stormy,Morning,Saturday,1,17288.0
U1002,P102,Clothing,255,46-50,M,Bored,Windy,Evening,Thursday,0,16235.0
U1002,P103,Home,1170,26-35,F,Anxious,Cloudy,Evening,Wednesday,0,12559.0
U1002,P101,Clothing,2058,18-25,F,Happy,Stormy,Afternoon,Monday,0,12388.0
U1002,P105,Home,2601,36-45,F,Anxious,Rainy,Afternoon,Friday,0,13366.0
U1002,P104,Beauty,3930,46-50,F,Sad,Sunny,Evening,Wednesday,0,14152.0
U1002,P102,Electronics,2338,26-35,F,Bored,Cloudy,Evening,Monday,0,13598.0
U1002,P101,Home,1702,26-35,F,Neutral,Sunny,Afternoon,Saturday,1,14747.0
U1002,P104,Electronics,4728,26-35,F,Bored,Cloudy,Morning,Thursday,0,14054.0
U1002,P105,Home,1436,26-35,M,Neutral,Windy,Evening,Monday,0,18527.0
U1002,P102,Clothing,3800,18-25,M,Bored,Stormy,Evening,Tuesday,0,18793.0
U1002,P102,Books,3473,46-50,M,Anxious,Rainy,Evening,Thursday,0,20535.0
U1002,P103,Books,1887,26-35,F,Neutral,Rainy,Evening,Thursday,0,21407.0
U1002,P104,Home,4841,46-50,F,Happy,Stormy,Evening,Sunday,1,19364.0
U1002,P105,Books,2697,36-45,F,Anxious,Stormy,Night,Tuesday,0,21867.0
U1002,P103,Home,939,18-25,F,Anxious,Stormy,Morning,Tuesday,0,22862.0
U1002,P101,Home,2612,26-35,M,Bored,Cloudy,Evening,Tuesday,0,19073.0
U1002,P105,Beauty,364,36-45,M,Sad,Sunny,Afternoon,Thursday,0,20249.0
U1002,P103,Electronics,140,46-50,F,Happy,Stormy,Morning,Saturday,1,16813.0
U1002,P105,Home,4890,18-25,M,Sad,Cloudy,Evening,Sunday,1,13480.0
U1002,P105,Electronics,878,26-35,F,Sad,Windy,Evening,Saturday,1,16483.0
U1002,P101,Home,4040,26-35,F,Sad,Rainy,Afternoon,Friday,0,12520.0
U1002,P101,Clothing,1158,26-35,F,Happy,Rainy,Afternoon,Tuesday,0,13863.0
U1002,P103,Beauty,827,18-25,F,Anxious,Rainy,Night,Thursday,0,14082.0
